LEVEL1ID	LEVEL2ID	LEVEL3ID	LEVEL4ID	LEVEL5ID	Organization	Organization.fullname	AADD	IDlevel	LEV_0	ORG_0	LEV_1	ORG_1	LEV_2	ORG_2	LEV_3	ORG_3	LEV_4	ORG_4	pathString	I
9	209	325	404	501	Summerland - Research and Development Centre	Summerland - Research and Development Centre	S-RaDC	5	PS	Public Service									NA	1416
9	209	325	405	0	RDT - St. John's, Kentville	RDT - St. John's, Kentville	R-SJK	4	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	CR	Coastal Region	R-SJK	RDT - St. John's, Kentville	AAC/STB/CR/R-SJK	1417
9	209	325	405	502	St. John's - Research and Development Centre	St. John's - Research and Development Centre	SJ-RDC	5	PS	Public Service									NA	1418
9	209	325	405	503	Kentville - Research and Development Centre	Kentville - Research and Development Centre	K-RDC	5	PS	Public Service									NA	1419
9	209	325	406	0	RDT - Fredericton, Charlottetown	RDT - Fredericton, Charlottetown	R-FC	4	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	CR	Coastal Region	R-FC	RDT - Fredericton, Charlottetown	AAC/STB/CR/R-FC	1420
9	209	325	406	504	Fredericton - Research and Development Centre	Fredericton - Research and Development Centre	F-RDC	5	PS	Public Service									NA	1421
9	209	325	406	505	Charlottetown - Research and Development Centre	Charlottetown - Research and Development Centre	C-RDC	5	PS	Public Service									NA	1422
9	209	325	406	506	Pest Management Centre	Pest Management Centre	PMC	5	PS	Public Service									NA	1423
9	209	326	0	0	Prairie Region	Prairie Region	PRg	3	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	PRg	Prairie Region			AAC/STB/PRg	1424
9	209	326	407	0	RDT - Alberta	RDT - Alberta	RD-A	4	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	PRg	Prairie Region	RD-A	RDT - Alberta	AAC/STB/PRg/RD-A	1425
9	209	326	407	507	Lacombe - Research and Development Centre	Lacombe - Research and Development Centre	L-RaDC	5	PS	Public Service									NA	1426
9	209	326	407	508	Lethbridge - Research and Development Centre	Lethbridge - Research and Development Centre	L-RaDC	5	PS	Public Service									NA	1427
9	209	326	408	0	RDT - Saskatchewan	RDT - Saskatchewan	RD-S	4	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	PRg	Prairie Region	RD-S	RDT - Saskatchewan	AAC/STB/PRg/RD-S	1428
9	209	326	408	509	Saskatoon - Research and Development Centre	Saskatoon - Research and Development Centre	S-RaDC	5	PS	Public Service									NA	1429
9	209	326	408	510	Swift Current - Research and Development Centre	Swift Current - Research and Development Centre	SC-RDC	5	PS	Public Service									NA	1430
9	209	326	409	0	RDT - Manitoba	RDT - Manitoba	RD-M	4	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	PRg	Prairie Region	RD-M	RDT - Manitoba	AAC/STB/PRg/RD-M	1431
9	209	326	409	511	Brandon - Research and Development Centre	Brandon - Research and Development Centre	B-RDC	5	PS	Public Service									NA	1432
9	209	326	409	512	Morden - Research and Development Centre	Morden - Research and Development Centre	M-RDC	5	PS	Public Service									NA	1433
9	209	327	0	0	Ontario - Québec Region	Ontario - Québec Region	O-QR	3	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	O-QR	Ontario - Québec Region			AAC/STB/O-QR	1434
9	209	327	410	0	RDT - Harrow, London	RDT - Harrow, London	R-HL	4	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	O-QR	Ontario - Québec Region	R-HL	RDT - Harrow, London	AAC/STB/O-QR/R-HL	1435
9	209	327	410	513	Harrow - Research and Development Centre	Harrow - Research and Development Centre	H-RDC	5	PS	Public Service									NA	1436
9	209	327	410	514	London - Research and Development Centre	London - Research and Development Centre	L-RaDC	5	PS	Public Service									NA	1437
9	209	327	411	0	RDT - Ottawa	RDT - Ottawa	R-O	4	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	O-QR	Ontario - Québec Region	R-O	RDT - Ottawa	AAC/STB/O-QR/R-O	1438
9	209	327	411	515	Ottawa - Research and Development Centre	Ottawa - Research and Development Centre	O-RDC	5	PS	Public Service									NA	1439
9	209	327	411	516	Biodiversity and Collections	Biodiversity and Collections	BC	5	PS	Public Service									NA	1440
9	209	327	412	0	RDT - Guelph, Saint Hyacinthe	RDT - Guelph, Saint Hyacinthe	R-GSH	4	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	O-QR	Ontario - Québec Region	R-GSH	RDT - Guelph, Saint Hyacinthe	AAC/STB/O-QR/R-GSH	1441
9	209	327	412	517	Guelph - Research and Development Centre	Guelph - Research and Development Centre	G-RDC	5	PS	Public Service									NA	1442
9	209	327	412	518	Saint Hyacinthe - Research and Development Centre	Saint Hyacinthe - Research and Development Centre	SH-RDC	5	PS	Public Service									NA	1443
9	209	327	413	0	RDT - Sherbrooke, Québec	RDT - Sherbrooke, Québec	R-SQ	4	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	O-QR	Ontario - Québec Region	R-SQ	RDT - Sherbrooke, Québec	AAC/STB/O-QR/R-SQ	1444
9	209	327	413	519	Sherbrooke - Research and Development Centre	Sherbrooke - Research and Development Centre	S-RaDC	5	PS	Public Service									NA	1445
9	209	327	413	520	Québec - Research and Development Centre	Québec - Research and Development Centre	Q-RDC	5	PS	Public Service									NA	1446
9	209	327	414	0	RDT - Agroecosystem Resilience	RDT - Agroecosystem Resilience	RD-AR	4	PS	Public Service	AAC	Agriculture and Agri-Food Canada	STB	Science and Technology Branch	O-QR	Ontario - Québec Region	RD-AR	RDT - Agroecosystem Resilience	AAC/STB/O-QR/RD-AR	1447
9	209	327	414	521	Saint-Jean-sur-Richelieu... and Development Centre	Saint-Jean-sur-Richelieu - Research and Development Centre	SDC	5	PS	Public Service									NA	1448
9	209	327	414	522	AgroClimate, Geomatics, ...h Observations Division	AgroClimate, Geomatics, and Earth Observations Division	AG.OD	5	PS	Public Service									NA	1449
9	999	0	0	0	I cannot find my organizational unit	I cannot find my organizational unit	N/A	2	PS	Public Service	AAC	Agriculture and Agri-Food Canada	N/A	I cannot find my organizational unit					AAC/N/A	1450
10	0	0	0	0	Innovation, Science and ...omic Development Canada	Innovation, Science and Economic Development Canada	IS.DC	1	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...							IS.DC	1451
10	200	0	0	0	Audit and Evaluation Branch (AEB)	Audit and Evaluation Branch (AEB)	AEB	2	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	AEB	Audit and Evaluation Branch (AEB)					IS.DC/AEB	1452
10	201	0	0	0	Canadian Intellectual Property Office (CIPO)	Canadian Intellectual Property Office (CIPO)	CIPO	2	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...					IS.DC/CIPO	1453
10	201	300	0	0	CIPO-Patent Branch	CIPO-Patent Branch	CIPO-PB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CIPO-PB	CIPO-Patent Branch			IS.DC/CIPO/CIPO-PB	1454
10	201	300	400	0	Patent Branch-Patent Ser...rector General's Office	Patent Branch-Patent Services and Standards and Business and Strategic Affairs/Patent Policy and International Affairs Division/Director General's Office	PBSGO	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CIPO-PB	CIPO-Patent Branch	PBSGO	Patent Branch-Patent Services and Sta...	IS.DC/CIPO/CIPO-PB/PBSGO	1455
10	201	300	401	0	Patent Branch-Electrical Division	Patent Branch-Electrical Division	PB-ED	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CIPO-PB	CIPO-Patent Branch	PB-ED	Patent Branch-Electrical Division	IS.DC/CIPO/CIPO-PB/PB-ED	1456
10	201	300	402	0	Patent Branch-Biotechnology Division	Patent Branch-Biotechnology Division	PB-BD	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CIPO-PB	CIPO-Patent Branch	PB-BD	Patent Branch-Biotechnology Division	IS.DC/CIPO/CIPO-PB/PB-BD	1457
10	201	300	403	0	Patent Branch-Chemistry Division	Patent Branch-Chemistry Division	PB-CD	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CIPO-PB	CIPO-Patent Branch	PB-CD	Patent Branch-Chemistry Division	IS.DC/CIPO/CIPO-PB/PB-CD	1458
10	201	300	404	0	Patent Branch-Mechanical Division	Patent Branch-Mechanical Division	PB-MD	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CIPO-PB	CIPO-Patent Branch	PB-MD	Patent Branch-Mechanical Division	IS.DC/CIPO/CIPO-PB/PB-MD	1459
10	201	301	0	0	CIPO-Corporate Strategie...Branch-Executive Office	CIPO-Corporate Strategies and Services Branch/Executive Office	CISO	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CISO	CIPO-Corporate Strategies and Service...			IS.DC/CIPO/CISO	1460
10	201	302	0	0	CIPO-Services to Business Branch	CIPO-Services to Business Branch	CBB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CBB	CIPO-Services to Business Branch			IS.DC/CIPO/CBB	1461
10	201	303	0	0	CIPO-Trademarks and Industrial Designs Branch	CIPO-Trademarks and Industrial Designs Branch	CIDB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CIDB	CIPO-Trademarks and Industrial Design...			IS.DC/CIPO/CIDB	1462
10	201	303	405	0	Trademarks and Industrial Designs Branch - Other	Trademarks and Industrial Designs Branch - Other	TIDB-O	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CIDB	CIPO-Trademarks and Industrial Design...	TIDB-O	Trademarks and Industrial Designs Bra...	IS.DC/CIPO/CIDB/TIDB-O	1463
10	201	303	406	0	Trademarks and Industria...Examination Directorate	Trademarks and Industrial Designs Branch-Examination Directorate	TID	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CIDB	CIPO-Trademarks and Industrial Design...	TID	Trademarks and Industrial Designs Bra...	IS.DC/CIPO/CIDB/TID	1464
10	201	303	407	0	Trademarks and Industria...ch-Operational Services	Trademarks and Industrial Designs Branch-Operational Services	TIS	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CIDB	CIPO-Trademarks and Industrial Design...	TIS	Trademarks and Industrial Designs Bra...	IS.DC/CIPO/CIDB/TIS	1465
10	201	304	0	0	CIPO-Programs Branch	CIPO-Programs Branch	CIPO-PB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CIPO-PB	CIPO-Programs Branch			IS.DC/CIPO/CIPO-PB	1466
10	201	305	0	0	CIPO-Patent Appeal Board...emarks Opposition Board	CIPO-Patent Appeal Board/Trademarks Opposition Board	CABOB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CIPO	Canadian Intellectual Property Office...	CABOB	CIPO-Patent Appeal Board/Trademarks O...			IS.DC/CIPO/CABOB	1467
10	202	0	0	0	Competition Bureau (CB)	Competition Bureau (CB)	CBCB)	2	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CBCB)	Competition Bureau (CB)					IS.DC/CBCB)	1468
10	202	306	0	0	CB-Compliance and Operations Branch (COB)	CB-Compliance and Operations Branch (COB)	COB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CBCB)	Competition Bureau (CB)	COB	CB-Compliance and Operations Branch (...			IS.DC/CBCB)/COB	1469
10	202	306	408	0	COB-Enforcement Services Directorate	COB-Enforcement Services Directorate	COSD	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CBCB)	Competition Bureau (CB)	COB	CB-Compliance and Operations Branch (...	COSD	COB-Enforcement Services Directorate	IS.DC/CBCB)/COB/COSD	1470
10	202	306	409	0	COB-Finance and Administ...Development Directorate	COB-Finance and Administration Directorate and  Talent Management and Development Directorate	CAD	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CBCB)	Competition Bureau (CB)	COB	CB-Compliance and Operations Branch (...	CAD	COB-Finance and Administration Direct...	IS.DC/CBCB)/COB/CAD	1471
10	202	307	0	0	CB-Cartels and Deceptive...keting Practices Branch	CB-Cartels and Deceptive Marketing Practices Branch	CDPB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CBCB)	Competition Bureau (CB)	CDPB	CB-Cartels and Deceptive Marketing Pr...			IS.DC/CBCB)/CDPB	1472
10	202	307	410	0	Cartels Directorate (inc...ic and Ontario Regions)	Cartels Directorate (include Pacific and Ontario Regions)	CDOR	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CBCB)	Competition Bureau (CB)	CDPB	CB-Cartels and Deceptive Marketing Pr...	CDOR	Cartels Directorate (include Pacific ...	IS.DC/CBCB)/CDPB/CDOR	1473
10	202	307	411	0	Deceptive Marketing Prac...tic and Quebec Regions)	Deceptive Marketing Practices Directorate (include Atlantic and Quebec Regions)	DMPQR	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CBCB)	Competition Bureau (CB)	CDPB	CB-Cartels and Deceptive Marketing Pr...	DMPQR	Deceptive Marketing Practices Directo...	IS.DC/CBCB)/CDPB/DMPQR	1474
10	202	308	0	0	CB-Competition Promotion Branch	CB-Competition Promotion Branch	CBPB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CBCB)	Competition Bureau (CB)	CBPB	CB-Competition Promotion Branch			IS.DC/CBCB)/CBPB	1475
10	202	309	0	0	CB-Mergers and Monopolistic Practices Branch	CB-Mergers and Monopolistic Practices Branch	CMPB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CBCB)	Competition Bureau (CB)	CMPB	CB-Mergers and Monopolistic Practices...			IS.DC/CBCB)/CMPB	1476
10	202	309	412	0	Mergers Directorate	Mergers Directorate	MD	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CBCB)	Competition Bureau (CB)	CMPB	CB-Mergers and Monopolistic Practices...	MD	Mergers Directorate	IS.DC/CBCB)/CMPB/MD	1477
10	202	309	413	0	Monopolistic Practices Directorate	Monopolistic Practices Directorate	MPD	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	CBCB)	Competition Bureau (CB)	CMPB	CB-Mergers and Monopolistic Practices...	MPD	Monopolistic Practices Directorate	IS.DC/CBCB)/CMPB/MPD	1478
10	203	0	0	0	Deputy Minister’s Office (DMO)	Deputy Minister’s Office (DMO)	DM’O	2	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	DM’O	Deputy Minister’s Office (DMO)					IS.DC/DM’O	1479
10	203	310	0	0	DMO-Office of the Deputy...and Employee Well-Being	DMO-Office of the Deputy Minister/Legal Services (LS)/Ombudsman for Mental Health and Employee Well-Being	DDEW	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	DM’O	Deputy Minister’s Office (DMO)	DDEW	DMO-Office of the Deputy Minister/Leg...			IS.DC/DM’O/DDEW	1480
10	203	311	0	0	DMO-Office of the Corporate Secretary	DMO-Office of the Corporate Secretary	DCS	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	DM’O	Deputy Minister’s Office (DMO)	DCS	DMO-Office of the Corporate Secretary			IS.DC/DM’O/DCS	1481
10	204	0	0	0	Digital Transformation Service Sector (DTSS)	Digital Transformation Service Sector (DTSS)	DTSS	2	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	DTSS	Digital Transformation Service Sector...					IS.DC/DTSS	1482
10	204	312	0	0	DTSS-Chief Information Office (CIO)	DTSS-Chief Information Office (CIO)	DIO	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	DTSS	Digital Transformation Service Sector...	DIO	DTSS-Chief Information Office (CIO)			IS.DC/DTSS/DIO	1483
10	204	312	414	0	CIO-Application Support and Maintenance Division	CIO-Application Support and Maintenance Division	CSMD	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	DTSS	Digital Transformation Service Sector...	DIO	DTSS-Chief Information Office (CIO)	CSMD	CIO-Application Support and Maintenan...	IS.DC/DTSS/DIO/CSMD	1484
10	204	312	415	0	CIO - Digital Services D...hief Information Office	CIO - Digital Services Division and Chief Information Office	C-DSDIO	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	DTSS	Digital Transformation Service Sector...	DIO	DTSS-Chief Information Office (CIO)	C-DSDIO	CIO - Digital Services Division and C...	IS.DC/DTSS/DIO/C-DSDIO	1485
10	204	312	416	0	CIO-Strategy and Information Services Division	CIO-Strategy and Information Services Division	CISD	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	DTSS	Digital Transformation Service Sector...	DIO	DTSS-Chief Information Office (CIO)	CISD	CIO-Strategy and Information Services...	IS.DC/DTSS/DIO/CISD	1486
10	204	312	417	0	CIO-Digital Workplace Services Division	CIO-Digital Workplace Services Division	CWSD	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	DTSS	Digital Transformation Service Sector...	DIO	DTSS-Chief Information Office (CIO)	CWSD	CIO-Digital Workplace Services Division	IS.DC/DTSS/DIO/CWSD	1487
10	204	313	0	0	DTSS-Digital Design Branch	DTSS-Digital Design Branch	DDB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	DTSS	Digital Transformation Service Sector...	DDB	DTSS-Digital Design Branch			IS.DC/DTSS/DDB	1488
10	204	314	0	0	DTSS-Assistant Deputy Mi...Digital Adoption Branch	DTSS-Assistant Deputy Minister's Office/Strategic Planning and Corporate Services Branch/Digital Adoption Branch	DDMAB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	DTSS	Digital Transformation Service Sector...	DDMAB	DTSS-Assistant Deputy Minister's Offi...			IS.DC/DTSS/DDMAB	1489
10	205	0	0	0	Innovation Canada Sector (ICS)	Innovation Canada Sector (ICS)	ICS	2	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	ICS	Innovation Canada Sector (ICS)					IS.DC/ICS	1490
10	205	315	0	0	ICS-Performance and Partnerships	ICS-Performance and Partnerships	IP	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	ICS	Innovation Canada Sector (ICS)	IP	ICS-Performance and Partnerships			IS.DC/ICS/IP	1491
10	205	316	0	0	ICS-Assistant Deputy Min...uperclusters Initiative	ICS-Assistant Deputy Minister’s Office/Innovation Superclusters Initiative	IDMI	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	ICS	Innovation Canada Sector (ICS)	IDMI	ICS-Assistant Deputy Minister’s Offic...			IS.DC/ICS/IDMI	1492
10	205	317	0	0	ICS-Innovative Solutions...ada-Management Services	ICS-Innovative Solutions Canada/Management Services	ICSS	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	ICS	Innovation Canada Sector (ICS)	ICSS	ICS-Innovative Solutions Canada/Manag...			IS.DC/ICS/ICSS	1493
10	205	318	0	0	ICS-Strategic Innovation Fund Branch	ICS-Strategic Innovation Fund Branch	IIFB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	ICS	Innovation Canada Sector (ICS)	IIFB	ICS-Strategic Innovation Fund Branch			IS.DC/ICS/IIFB	1494
10	205	319	0	0	ICS-Innovators Experience Branch	ICS-Innovators Experience Branch	IEB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	ICS	Innovation Canada Sector (ICS)	IEB	ICS-Innovators Experience Branch			IS.DC/ICS/IEB	1495
10	206	0	0	0	Industry Sector (IS)	Industry Sector (IS)	IS	2	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	IS	Industry Sector (IS)					IS.DC/IS	1496
10	206	320	0	0	IS-Assistant Deputy Mini...estment Review Division	IS-Assistant Deputy Minister's Office/Corporate Services Directorate/Investment Review Division	IDMRD	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	IS	Industry Sector (IS)	IDMRD	IS-Assistant Deputy Minister's Office...			IS.DC/IS/IDMRD	1497
10	206	321	0	0	IS-Automotive, Transport...tal Technologies Branch	IS-Automotive, Transportation and Digital Technologies Branch	ITTB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	IS	Industry Sector (IS)	ITTB	IS-Automotive, Transportation and Dig...			IS.DC/IS/ITTB	1498
10	206	322	0	0	IS-Tourism Branch	IS-Tourism Branch	IS-B	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	IS	Industry Sector (IS)	IS-B	IS-Tourism Branch			IS.DC/IS/IS-B	1499
10	206	323	0	0	IS-Industrial and Technological Benefits Branch	IS-Industrial and Technological Benefits Branch	ITBB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	IS	Industry Sector (IS)	ITBB	IS-Industrial and Technological Benef...			IS.DC/IS/ITBB	1500
10	206	324	0	0	IS-Economic Strategy Tables and Skills Branch	IS-Economic Strategy Tables and Skills Branch	ISTSB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	IS	Industry Sector (IS)	ISTSB	IS-Economic Strategy Tables and Skill...			IS.DC/IS/ISTSB	1501
10	206	325	0	0	IS-Aerospace, Defence and Marine Branch	IS-Aerospace, Defence and Marine Branch	IDMB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	IS	Industry Sector (IS)	IDMB	IS-Aerospace, Defence and Marine Branch			IS.DC/IS/IDMB	1502
10	206	326	0	0	IS-Manufacturing and Life Sciences Branch	IS-Manufacturing and Life Sciences Branch	ILSB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	IS	Industry Sector (IS)	ILSB	IS-Manufacturing and Life Sciences Br...			IS.DC/IS/ILSB	1503
10	207	0	0	0	Science and Research Sector (SRS)	Science and Research Sector (SRS)	SRS	2	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SRS	Science and Research Sector (SRS)					IS.DC/SRS	1504
10	207	327	0	0	SRS-Science Programs and Partnerships	SRS-Science Programs and Partnerships	SRPP	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SRS	Science and Research Sector (SRS)	SRPP	SRS-Science Programs and Partnerships			IS.DC/SRS/SRPP	1505
10	207	328	0	0	SRS-Science Policy	SRS-Science Policy	SRP	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SRS	Science and Research Sector (SRS)	SRP	SRS-Science Policy			IS.DC/SRS/SRP	1506
10	207	329	0	0	SRS-Office of the Assist...e Chief Science Advisor	SRS-Office of the Assistant Deputy Minister / Strategic Planning and Corporate Services/Science, Technology and Innovation Council Secretariat / Office of the Chief Science Advisor	SACSA	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SRS	Science and Research Sector (SRS)	SACSA	SRS-Office of the Assistant Deputy Mi...			IS.DC/SRS/SACSA	1507
10	207	330	0	0	SRS-Clean Technology and...an Growth Hub (from IC)	SRS-Clean Technology and Clean Growth / Digital Research Infrastructure Strategy /Clean Growth Hub (from IC)	STGHI	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SRS	Science and Research Sector (SRS)	STGHI	SRS-Clean Technology and Clean Growth...			IS.DC/SRS/STGHI	1508
10	208	0	0	0	Small Business and Marke... Services Sector (SBMS)	Small Business and Marketplace Services Sector (SBMS)	SBMSS	2	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...					IS.DC/SBMSS	1509
10	208	331	0	0	SBMS-Measurement Canada (MC)	SBMS-Measurement Canada (MC)	SBMS-MC	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...	SBMS-MC	SBMS-Measurement Canada (MC)			IS.DC/SBMSS/SBMS-MC	1510
10	208	331	418	0	MC-Eastern Region	MC-Eastern Region	MC-ER	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...	SBMS-MC	SBMS-Measurement Canada (MC)	MC-ER	MC-Eastern Region	IS.DC/SBMSS/SBMS-MC/MC-ER	1511
10	208	331	419	0	MC-Ontario Region	MC-Ontario Region	MC-OR	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...	SBMS-MC	SBMS-Measurement Canada (MC)	MC-OR	MC-Ontario Region	IS.DC/SBMSS/SBMS-MC/MC-OR	1512
10	208	331	420	0	MC-Western Region	MC-Western Region	MC-WR	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...	SBMS-MC	SBMS-Measurement Canada (MC)	MC-WR	MC-Western Region	IS.DC/SBMSS/SBMS-MC/MC-WR	1513
10	208	331	421	0	MC-Other National Capital Region (NCR)	MC-Other National Capital Region (NCR)	MNCR	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...	SBMS-MC	SBMS-Measurement Canada (MC)	MNCR	MC-Other National Capital Region (NCR)	IS.DC/SBMSS/SBMS-MC/MNCR	1514
10	208	331	422	0	MC-NCR Engineering and Laboratory Services	MC-NCR Engineering and Laboratory Services	MELS	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...	SBMS-MC	SBMS-Measurement Canada (MC)	MELS	MC-NCR Engineering and Laboratory Ser...	IS.DC/SBMSS/SBMS-MC/MELS	1515
10	208	332	0	0	SBMS-Office of the Super...ent of Bankruptcy (OSB)	SBMS-Office of the Superintendent of Bankruptcy (OSB)	SSoB	3	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...	SSoB	SBMS-Office of the Superintendent of ...			IS.DC/SBMSS/SSoB	1516
10	208	332	423	0	OSB-Deputy Superintenden...ss Applications Branch)	OSB-Deputy Superintendent Operations' Office/Planning, Information Management and Corporate Services  OSB-National Headquarters (includes Executive Offices / Program Policy and Regulatory Affairs / Operations and Corporate Services Branch / Insolvency Communications Analysis & Business Applications Branch)	OSAB	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...	SSoB	SBMS-Office of the Superintendent of ...	OSAB	OSB-Deputy Superintendent Operations'...	IS.DC/SBMSS/SSoB/OSAB	1517
10	208	332	424	0	OSB-Western Region (includes Prairies and Pacific)	OSB-Western Region (includes Prairies and Pacific)	ORPP	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...	SSoB	SBMS-Office of the Superintendent of ...	ORPP	OSB-Western Region (includes Prairies...	IS.DC/SBMSS/SSoB/ORPP	1518
10	208	332	425	0	OSB-Eastern Region (includes Atlantic and Quebec)	OSB-Eastern Region (includes Atlantic and Quebec)	ORAQ	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...	SSoB	SBMS-Office of the Superintendent of ...	ORAQ	OSB-Eastern Region (includes Atlantic...	IS.DC/SBMSS/SSoB/ORAQ	1519
10	208	332	426	0	OSB-Ontario Region (incl...Ottawa district office)	OSB-Ontario Region (includes Ottawa district office)	OR	4	PS	Public Service	IS.DC	Innovation, Science and Economic Deve...	SBMSS	Small Business and Marketplace Servic...	SSoB	SBMS-Office of the Superintendent of ...	OR	OSB-Ontario Region (includes Ottawa d...	IS.DC/SBMSS/SSoB/OR	1520
